s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C
Time,TC_23,TC_20,TC_17,TC_14,TC_3,TC_22,TC_19,TC_16,TC_13,TC_11,TC_2,TC_21,TC_18,TC_15,TC_12,TC_10,TC_1,HF_10,HF_5,HF_9,HF_7,HF_4,HF_2,HF_8,HF_6,HF_3,HF_1,TC_32,TC_31,TC_30,TC_29,TC_28,TC_37,TC_36,TC_35,TC_34,TC_33
 2.5000037E+003, 7.2850028E+001, 3.7980123E+001, 3.9972563E+001, 4.1978433E+001, 4.5462485E+001, 1.0427098E+002, 1.0790460E+002, 1.0860149E+002, 1.0671159E+002, 1.0093068E+002, 7.9311863E+001, 9.0335469E+001, 6.8814202E+001, 7.1818574E+001, 7.2909980E+001, 7.5175683E+001, 7.5655265E+001, 9.3416020E-002, 1.0939057E-001, 5.9134120E-001, 6.9536380E-001, 7.8738055E-001, 8.2816588E-001, 4.8364586E-001, 5.1950201E-001, 5.4469624E-001, 5.8239323E-001, 1.6048112E+002, 1.6766896E+002, 1.6630811E+002, 1.8147793E+002, 1.9935822E+002, 1.5247852E+002, 1.5124522E+002, 1.5998434E+002, 1.8349091E+002, 2.0458985E+002
 2.5100031E+003, 7.1441929E+001, 3.7866555E+001, 3.9951979E+001, 4.1690346E+001, 4.4784923E+001, 1.0246414E+002, 1.0461185E+002, 1.0579334E+002, 1.0523263E+002, 1.0131093E+002, 8.0759527E+001, 8.9531583E+001, 6.7756941E+001, 7.1123551E+001, 7.2340484E+001, 7.4161229E+001, 7.4748816E+001, 9.3934074E-002, 9.6948107E-002, 5.7358577E-001, 6.2415737E-001, 7.0683642E-001, 8.0540893E-001, 4.5423285E-001, 4.8605774E-001, 5.0915453E-001, 5.2778331E-001, 1.5680272E+002, 1.6279849E+002, 1.6296075E+002, 1.7909863E+002, 1.9617448E+002, 1.4872881E+002, 1.4784244E+002, 1.5840914E+002, 1.8177695E+002, 2.0305512E+002
 2.5200081E+003, 7.0443604E+001, 3.7465603E+001, 3.9295510E+001, 4.1585921E+001, 4.3873680E+001, 1.0139236E+002, 1.0159877E+002, 1.0212813E+002, 1.0183215E+002, 9.9037563E+001, 7.8356869E+001, 8.6991527E+001, 6.7308959E+001, 7.0840271E+001, 7.2081597E+001, 7.3667144E+001, 7.3572926E+001, 8.7809203E-002, 9.5780075E-002, 5.5625332E-001, 6.1699970E-001, 6.8236818E-001, 7.2837037E-001, 4.8565882E-001, 5.1709440E-001, 5.4682400E-001, 5.9607050E-001, 1.5294381E+002, 1.6005453E+002, 1.6080653E+002, 1.7804024E+002, 1.9333040E+002, 1.4784484E+002, 1.4611147E+002, 1.5467370E+002, 1.7533929E+002, 1.9554140E+002
 2.5300019E+003, 7.1538134E+001, 3.6965314E+001, 3.8995306E+001, 4.1341958E+001, 4.3948435E+001, 9.9007974E+001, 9.9116144E+001, 1.0005827E+002, 9.9986413E+001, 9.7337315E+001, 7.6938525E+001, 8.6439789E+001, 6.7553676E+001, 7.0775889E+001, 7.1515147E+001, 7.2259611E+001, 7.0763906E+001, 8.3853919E-002, 8.5399409E-002, 4.8643180E-001, 5.5813301E-001, 6.3914729E-001, 7.0429115E-001, 4.5442859E-001, 4.7362172E-001, 4.7891374E-001, 4.8068702E-001, 1.4926731E+002, 1.5819389E+002, 1.5920857E+002, 1.7668590E+002, 1.9097370E+002, 1.4699093E+002, 1.4484344E+002, 1.5282668E+002, 1.7445456E+002, 1.9323574E+002
 2.5400011E+003, 6.9782130E+001, 3.6491302E+001, 3.8299639E+001, 4.0603235E+001, 4.4125845E+001, 9.4893820E+001, 9.6065410E+001, 9.7582854E+001, 9.7578071E+001, 9.4616916E+001, 7.3621751E+001, 8.4167798E+001, 6.5418739E+001, 6.8629053E+001, 6.9198851E+001, 6.9648110E+001, 6.9046825E+001, 7.7718169E-002, 7.2918664E-002, 5.0761815E-001, 5.7019864E-001, 6.2375028E-001, 6.7027312E-001, 4.3327759E-001, 4.6292286E-001, 4.6733611E-001, 4.8150182E-001, 1.4501034E+002, 1.5405448E+002, 1.5579703E+002, 1.7488779E+002, 1.9105233E+002, 1.4453817E+002, 1.4219680E+002, 1.5002866E+002, 1.7240975E+002, 1.9149544E+002
 2.5500078E+003, 6.9002216E+001, 3.6216676E+001, 3.7565785E+001, 3.9661399E+001, 4.3466212E+001, 9.3117807E+001, 9.4302321E+001, 9.5434807E+001, 9.4932889E+001, 9.1445590E+001, 7.2380407E+001, 8.3825659E+001, 6.4248968E+001, 6.7634413E+001, 6.8368066E+001, 6.9301464E+001, 6.9563110E+001, 8.3541169E-002, 7.2844101E-002, 5.0637074E-001, 5.7848860E-001, 6.2466180E-001, 6.2786487E-001, 4.0980781E-001, 4.2652340E-001, 4.3774682E-001, 4.6925858E-001, 1.4451178E+002, 1.5340884E+002, 1.5317703E+002, 1.7014412E+002, 1.8834487E+002, 1.4169845E+002, 1.4055417E+002, 1.4798674E+002, 1.6908760E+002, 1.8875790E+002
 2.5600087E+003, 6.7081241E+001, 3.6192219E+001, 3.7556470E+001, 3.9420006E+001, 4.2924596E+001, 9.1812379E+001, 9.1558633E+001, 9.2901005E+001, 9.2308703E+001, 8.9018526E+001, 7.1950894E+001, 8.4104669E+001, 6.3841963E+001, 6.7174426E+001, 6.8463732E+001, 6.9832517E+001, 6.9330633E+001, 8.2658411E-002, 8.3480047E-002, 4.9493879E-001, 5.3584381E-001, 5.8239388E-001, 6.2814944E-001, 4.2859282E-001, 4.6449147E-001, 4.8950915E-001, 5.5489630E-001, 1.4253640E+002, 1.5144097E+002, 1.5051651E+002, 1.6708490E+002, 1.8640570E+002, 1.3807149E+002, 1.3734131E+002, 1.4466727E+002, 1.6516860E+002, 1.8545905E+002
 2.5700022E+003, 6.5433986E+001, 3.6142929E+001, 3.7478548E+001, 3.9482016E+001, 4.3186871E+001, 9.0088317E+001, 9.1827583E+001, 9.3507895E+001, 9.2712825E+001, 8.9411565E+001, 7.3242451E+001, 8.4291165E+001, 6.3295208E+001, 6.6935102E+001, 6.8566284E+001, 7.0088458E+001, 6.8845848E+001, 7.9553233E-002, 8.5299920E-002, 5.4445906E-001, 6.3165092E-001, 6.9102617E-001, 7.1867904E-001, 4.0682268E-001, 4.3507118E-001, 4.6275589E-001, 4.7729838E-001, 1.3924783E+002, 1.4764537E+002, 1.4807563E+002, 1.6361743E+002, 1.8125319E+002, 1.3499804E+002, 1.3379520E+002, 1.4212804E+002, 1.6124621E+002, 1.8057557E+002
 2.5800042E+003, 6.6887133E+001, 3.6283858E+001, 3.7745006E+001, 3.9627324E+001, 4.3535553E+001, 9.1973431E+001, 9.4995005E+001, 9.6767118E+001, 9.6071687E+001, 9.2666454E+001, 7.5131994E+001, 8.2798276E+001, 6.3896175E+001, 6.7337402E+001, 6.8934091E+001, 6.9886013E+001, 6.8831297E+001, 8.6458016E-002, 8.5745841E-002, 5.7683190E-001, 6.5459918E-001, 7.1312864E-001, 7.4906078E-001, 4.2377549E-001, 4.3615022E-001, 4.6204092E-001, 4.9728610E-001, 1.3872784E+002, 1.4548729E+002, 1.4551959E+002, 1.5972521E+002, 1.7735559E+002, 1.3224900E+002, 1.3158417E+002, 1.3972972E+002, 1.5885604E+002, 1.7703807E+002
 2.5900043E+003, 6.6261607E+001, 3.6402572E+001, 3.7866366E+001, 3.9482991E+001, 4.3068436E+001, 9.1492512E+001, 9.3931057E+001, 9.5576076E+001, 9.4755582E+001, 9.1459306E+001, 7.5756874E+001, 8.0376875E+001, 6.3425765E+001, 6.6402720E+001, 6.7551378E+001, 6.8565116E+001, 6.8357955E+001, 7.3596215E-002, 7.1945653E-002, 4.4091702E-001, 5.1088121E-001, 5.6956187E-001, 5.9939964E-001, 3.9801256E-001, 4.1766000E-001, 4.4249834E-001, 4.7529051E-001, 1.3534255E+002, 1.4287436E+002, 1.4294872E+002, 1.5882719E+002, 1.7595751E+002, 1.3206396E+002, 1.3149664E+002, 1.3926384E+002, 1.5819892E+002, 1.7573333E+002
 2.6000083E+003, 6.5483674E+001, 3.6246463E+001, 3.7724614E+001, 3.9442049E+001, 4.2510545E+001, 8.9974062E+001, 9.1822613E+001, 9.3746704E+001, 9.3035181E+001, 8.9462345E+001, 7.3986136E+001, 7.8749524E+001, 6.2563094E+001, 6.5210514E+001, 6.6654026E+001, 6.7697238E+001, 6.7742523E+001, 7.7331545E-002, 7.9127440E-002, 4.2710880E-001, 4.9196819E-001, 5.3413127E-001, 5.6998347E-001, 3.6204570E-001, 3.7303760E-001, 3.8639128E-001, 3.8939166E-001, 1.3375679E+002, 1.3966547E+002, 1.4052115E+002, 1.5725975E+002, 1.7523395E+002, 1.3027568E+002, 1.2924214E+002, 1.3817767E+002, 1.5700824E+002, 1.7512454E+002
 2.6100078E+003, 6.4619415E+001, 3.6023489E+001, 3.7624912E+001, 3.9146367E+001, 4.2641710E+001, 8.7254817E+001, 8.9026790E+001, 9.0588806E+001, 8.9956725E+001, 8.6350822E+001, 7.0467833E+001, 7.7763435E+001, 6.1950648E+001, 6.4303751E+001, 6.5421669E+001, 6.6097341E+001, 6.5504140E+001, 7.2267539E-002, 6.8934939E-002, 4.5271082E-001, 5.2237037E-001, 5.7934562E-001, 6.1490756E-001, 4.0659085E-001, 4.3796044E-001, 4.5781358E-001, 4.7990745E-001, 1.3155822E+002, 1.3757474E+002, 1.3829327E+002, 1.5393766E+002, 1.7140058E+002, 1.2821444E+002, 1.2876888E+002, 1.3763040E+002, 1.5517926E+002, 1.7184924E+002
 2.6200028E+003, 6.4743676E+001, 3.5762305E+001, 3.7307883E+001, 3.8954324E+001, 4.3141307E+001, 8.6872270E+001, 9.0503125E+001, 9.2117787E+001, 9.1435413E+001, 8.7649098E+001, 7.0316182E+001, 7.8419584E+001, 6.1350447E+001, 6.3748807E+001, 6.4949456E+001, 6.6067642E+001, 6.6339749E+001, 7.3296781E-002, 8.0054549E-002, 5.1838717E-001, 5.9890951E-001, 6.7226113E-001, 7.0944965E-001, 3.6428274E-001, 3.8263298E-001, 4.0082036E-001, 4.2023530E-001, 1.3054874E+002, 1.3471200E+002, 1.3707221E+002, 1.5097929E+002, 1.6684907E+002, 1.2699239E+002, 1.2657103E+002, 1.3616951E+002, 1.5376115E+002, 1.7130641E+002
 2.6300053E+003, 6.5578148E+001, 3.5821080E+001, 3.7248839E+001, 3.8830913E+001, 4.3517504E+001, 8.7653664E+001, 9.1906869E+001, 9.3662693E+001, 9.3217357E+001, 8.9537420E+001, 7.1085865E+001, 7.6054126E+001, 6.0597589E+001, 6.3346991E+001, 6.4891475E+001, 6.5976993E+001, 6.6418238E+001, 7.1711618E-002, 6.7448288E-002, 5.1959999E-001, 6.0420402E-001, 6.6295839E-001, 6.9199196E-001, 3.6050698E-001, 3.7933611E-001, 4.0251871E-001, 4.4064082E-001, 1.2816938E+002, 1.3354681E+002, 1.3610446E+002, 1.5089993E+002, 1.6441156E+002, 1.2468909E+002, 1.2463993E+002, 1.3352604E+002, 1.5156431E+002, 1.6806212E+002
 2.6400072E+003, 6.4074476E+001, 3.5815598E+001, 3.7643980E+001, 3.9234795E+001, 4.2662101E+001, 8.8004830E+001, 9.0592742E+001, 9.2651499E+001, 9.2717393E+001, 8.9249077E+001, 7.0207073E+001, 7.5165810E+001, 6.0005072E+001, 6.2820209E+001, 6.4208373E+001, 6.5297762E+001, 6.6818985E+001, 6.9380285E-002, 7.5856285E-002, 4.0058390E-001, 4.7459689E-001, 5.3390102E-001, 5.6601981E-001, 3.7275282E-001, 3.8525572E-001, 3.9031233E-001, 3.8753885E-001, 1.2729251E+002, 1.3290987E+002, 1.3404878E+002, 1.4850708E+002, 1.6243234E+002, 1.2182128E+002, 1.2185470E+002, 1.2970842E+002, 1.4746898E+002, 1.6432658E+002
 2.6500061E+003, 6.3862807E+001, 3.5892115E+001, 3.8058605E+001, 3.9730658E+001, 4.2709616E+001, 8.7792220E+001, 8.8965178E+001, 9.0487474E+001, 9.0106729E+001, 8.6307742E+001, 6.7348234E+001, 7.4849998E+001, 5.9868032E+001, 6.2669486E+001, 6.3887934E+001, 6.4864330E+001, 6.5702179E+001, 7.1987035E-002, 7.8169672E-002, 4.6549486E-001, 5.1519158E-001, 5.5225433E-001, 5.7559204E-001, 3.4782402E-001, 3.6441370E-001, 3.8097429E-001, 4.3089686E-001, 1.2520686E+002, 1.3048871E+002, 1.3221955E+002, 1.4803025E+002, 1.6041325E+002, 1.2052621E+002, 1.1992295E+002, 1.2732544E+002, 1.4364817E+002, 1.6070597E+002
 2.6600000E+003, 6.3865111E+001, 3.5847410E+001, 3.7695573E+001, 3.9104666E+001, 4.3092720E+001, 8.5569815E+001, 8.7923249E+001, 8.9487090E+001, 8.9270142E+001, 8.6206143E+001, 6.8609007E+001, 7.4298217E+001, 6.0040531E+001, 6.2596552E+001, 6.3421540E+001, 6.4069147E+001, 6.4809747E+001, 6.8217922E-002, 6.1441385E-002, 4.4095249E-001, 5.0519494E-001, 5.6964681E-001, 6.2268524E-001, 3.7672853E-001, 3.9947794E-001, 4.1679294E-001, 4.3045125E-001, 1.2435643E+002, 1.2948112E+002, 1.3101439E+002, 1.4527234E+002, 1.5802247E+002, 1.1860567E+002, 1.1899402E+002, 1.2637882E+002, 1.4265703E+002, 1.6004575E+002
 2.6700072E+003, 6.2525852E+001, 3.5655342E+001, 3.7304259E+001, 3.8447292E+001, 4.1976908E+001, 8.4134289E+001, 8.7398315E+001, 8.9150349E+001, 8.9129028E+001, 8.6425080E+001, 6.8866078E+001, 7.3378444E+001, 6.0096055E+001, 6.2883468E+001, 6.3720318E+001, 6.4233677E+001, 6.5183971E+001, 7.1937940E-002, 6.5006711E-002, 4.8713086E-001, 5.6759111E-001, 6.2612611E-001, 6.5497334E-001, 3.5570099E-001, 3.8059702E-001, 4.0006322E-001, 4.1927169E-001, 1.2342494E+002, 1.2803583E+002, 1.2924233E+002, 1.4391933E+002, 1.5669590E+002, 1.1681407E+002, 1.1750688E+002, 1.2494756E+002, 1.4439068E+002, 1.6277750E+002
 2.6800060E+003, 6.1557453E+001, 3.5888005E+001, 3.7712190E+001, 3.8748521E+001, 4.1827310E+001, 8.3224798E+001, 8.8046995E+001, 8.9538143E+001, 8.8507182E+001, 8.4889104E+001, 6.9547453E+001, 7.4707446E+001, 6.0257604E+001, 6.3226778E+001, 6.4451861E+001, 6.5745700E+001, 6.6584606E+001, 6.1328585E-002, 6.4664778E-002, 4.4046351E-001, 5.0861644E-001, 5.4501533E-001, 5.3198002E-001, 3.3301109E-001, 3.5196868E-001, 3.7101730E-001, 4.1836487E-001, 1.2210312E+002, 1.2589349E+002, 1.2707467E+002, 1.4183199E+002, 1.5716830E+002, 1.1602619E+002, 1.1673952E+002, 1.2306622E+002, 1.4082955E+002, 1.5918963E+002
 2.6900100E+003, 5.9561117E+001, 3.5885036E+001, 3.7606458E+001, 3.8685415E+001, 4.1641893E+001, 8.2919656E+001, 8.6774831E+001, 8.8073807E+001, 8.6668278E+001, 8.3032208E+001, 6.7242314E+001, 7.3311155E+001, 6.0291009E+001, 6.3011187E+001, 6.4070120E+001, 6.5042186E+001, 6.5015996E+001, 6.7240107E-002, 7.0929520E-002, 4.4969402E-001, 4.9251522E-001, 5.2473536E-001, 5.6349826E-001, 3.7364265E-001, 3.9931761E-001, 4.2315222E-001, 4.3817127E-001, 1.2102774E+002, 1.2433318E+002, 1.2597937E+002, 1.3869694E+002, 1.5238551E+002, 1.1546312E+002, 1.1416085E+002, 1.2057326E+002, 1.3683574E+002, 1.5479331E+002
 2.7000000E+003, 6.0463555E+001, 3.5764224E+001, 3.7193544E+001, 3.8175487E+001, 4.1249495E+001, 8.3290969E+001, 8.5855150E+001, 8.6721531E+001, 8.5585899E+001, 8.2531911E+001, 6.5953068E+001, 7.2586980E+001, 6.0222778E+001, 6.2447022E+001, 6.3037894E+001, 6.3552441E+001, 6.3394507E+001, 5.9752540E-002, 5.3866701E-002, 3.6901425E-001, 4.3130943E-001, 4.9125494E-001, 5.3104305E-001, 3.1583720E-001, 3.2282647E-001, 3.2206148E-001, 3.2802742E-001, 1.2041381E+002, 1.2209722E+002, 1.2394289E+002, 1.3630577E+002, 1.4948620E+002, 1.1562476E+002, 1.1422639E+002, 1.1992010E+002, 1.3441978E+002, 1.5053848E+002
